"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"509GS2022","Government of India","GS"," Interest Payment","100","09-Oct-2020","12-Oct-2020","-","-"
"PRADIP","Pradip Overseas Limited","EQ"," Annual General Meeting","10","09-Oct-2020","-","13-Oct-2020","20-Oct-2020"
"PENINLAND","Peninsula Land Limited","EQ"," Annual General Meeting","2","12-Oct-2020","-","14-Oct-2020","20-Oct-2020"
"POWERMECH","Power Mech Projects Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","12-Oct-2020","-","14-Oct-2020","20-Oct-2020"
"MAHESHWARI","Maheshwari Logistics Limited","EQ"," Bonus 1:1","10","13-Oct-2020","14-Oct-2020","-","-"
"SAIL","Steel Authority of India Limited","EQ"," Annual General Meeting","10","14-Oct-2020","-","16-Oct-2020","22-Oct-2020"
"TCS","Tata Consultancy Services Limited","EQ"," Interim Dividend - Rs 12 Per Share","1","14-Oct-2020","15-Oct-2020","-","-"
"737GS2023","GOVERNMENT OF INDIA","GS"," Interest Payment","100","14-Oct-2020","15-Oct-2020","-","-"
"MEP","MEP Infrastructure Developers Limited","EQ"," Annual General Meeting","10","14-Oct-2020","-","16-Oct-2020","22-Oct-2020"
"SDBL","Som Distilleries & Breweries Limited","EQ"," Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share","2","15-Oct-2020","16-Oct-2020","-","-"
"PDSL","PDS Limited","EQ"," Annual General Meeting","2","15-Oct-2020","-","17-Oct-2020","28-Oct-2020"
"TOUCHWOOD","Touchwood Entertainment Limited","EQ"," Annual General Meeting","10","16-Oct-2020","-","20-Oct-2020","26-Oct-2020"
"716GS2050","Government of India","GS"," Interest Payment","100","16-Oct-2020","19-Oct-2020","-","-"
"AMDIND","AMD Industries Limited","EQ"," Annual General Meeting","10","19-Oct-2020","-","21-Oct-2020","26-Oct-2020"
"IRCTC","Indian Railway Catering And Tourism Corporation Limited","EQ"," Annual General Meeting","2","19-Oct-2020","-","21-Oct-2020","27-Oct-2020"
"IRCTC","Indian Railway Catering And Tourism Corporation Limited","EQ"," Dividend - Rs 2.50 Per Share","2","19-Oct-2020","20-Oct-2020","-","-"
"VERTOZ","Vertoz Limited","EQ"," Annual General Meeting/Dividend - Rs 0.10 Per Share","10","19-Oct-2020","20-Oct-2020","-","-"
"EUROTEXIND","Eurotex Industries and Exports Limited","EQ"," Annual General Meeting","10","20-Oct-2020","-","22-Oct-2020","31-Oct-2020"
"JAIBALAJI","Jai Balaji Industries Limited","EQ"," Annual General Meeting","2","21-Oct-2020","-","23-Oct-2020","29-Oct-2020"
"ISFT","Intrasoft Technologies Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Sh","10","21-Oct-2020","-","23-Oct-2020","29-Oct-2020"
"PATSPINLTD","Patspin India Limited","EQ"," Annual General Meeting","10","21-Oct-2020","-","23-Oct-2020","30-Oct-2020"
"MOLDTKPAC","Mold-Tek Packaging Limited","EQ"," Rights 1:50 @ Premium Rs 175  With 6 Warrants For 50 Equity Shares","5","21-Oct-2020","22-Oct-2020","-","-"
"GTNTEX","GTN Textiles Limited","EQ"," Annual General Meeting","10","21-Oct-2020","-","23-Oct-2020","30-Oct-2020"
"RPPINFRA","R.P.P. Infra Projects Limited","EQ"," Annual General Meeting","10","21-Oct-2020","-","23-Oct-2020","29-Oct-2020"
"SURYALAXMI","Suryalakshmi Cotton Mills Limited","EQ"," Annual General Meeting","10","22-Oct-2020","-","24-Oct-2020","31-Oct-2020"
"TERASOFT","Tera Software Limited","EQ"," Annual General Meeting","10","22-Oct-2020","-","24-Oct-2020","30-Oct-2020"
"SHREEPUSHK","Shree Pushkar Chemicals & Fertilisers Limited","EQ"," Annual General Meeting","10","22-Oct-2020","-","25-Oct-2020","31-Oct-2020"
"MASTEK","Mastek Limited","EQ"," Annual General Meeting","5","22-Oct-2020","-","26-Oct-2020","29-Oct-2020"
"HCLTECH","HCL Technologies Limited","EQ"," Interim Dividend - Rs 4 Per Share","2","22-Oct-2020","24-Oct-2020","-","-"
"772GS2055","GOVERNMENT OF INDIA","GS"," Interest Payment","100","22-Oct-2020","23-Oct-2020","-","-"
"BYKE","The Byke Hospitality Ltd","EQ"," Annual General Meeting","10","23-Oct-2020","-","27-Oct-2020","02-Nov-2020"
"INFY","Infosys Limited","EQ"," Interim Dividend - Rs 12 Per Share","5","23-Oct-2020","26-Oct-2020","-","-"
"LTTS","L&T Technology Services Limited","EQ"," Interim Dividend - Rs 7.50 Per Share","2","26-Oct-2020","27-Oct-2020","-","-"
"PRIVISCL","Privi Speciality Chemicals Limited","EQ"," Annual General Meeting/Dividend - Rs 1.50 Per Share","10","26-Oct-2020","-","28-Oct-2020","02-Nov-2020"
"MINDTREE","MindTree Limited","EQ"," Interim Dividend - Rs 7.50 Per Share","10","26-Oct-2020","27-Oct-2020","-","-"
"LTM","LTIMindtree Limited","EQ"," Interim Dividend -Rs 15 Per Share","1","27-Oct-2020","28-Oct-2020","-","-"
"HINDZINC","Hindustan Zinc Limited","EQ"," Interim Dividend - Rs  21.30 Per Share","2","27-Oct-2020","28-Oct-2020","-","-"
"CCL","CCL Products (India) Limited","EQ"," Interim Dividend - Rs 2 Per Share","2","28-Oct-2020","30-Oct-2020","-","-"
"SASKEN","Sasken Technologies Limited","EQ"," Interim Dividend - Rs 10 Per Share","10","28-Oct-2020","29-Oct-2020","-","-"
"GRANULES","Granules India Limited","EQ"," Interim Dividend - Rs 0.25 Per Share","1","28-Oct-2020","30-Oct-2020","-","-"
"HINDUNILVR","Hindustan Unilever Limited","EQ"," Interim Dividend - Rs 14 Per Share","1","28-Oct-2020","29-Oct-2020","-","-"
"REPRO","Repro India Limited","EQ"," Annual General Meeting","10","28-Oct-2020","-","01-Nov-2020","07-Nov-2020"
"ROHITFERRO","Rohit Ferro-Tech Limited","EQ"," Annual General Meeting","10","28-Oct-2020","-","31-Oct-2020","06-Nov-2020"
"ALMONDZ","Almondz Global Securities Limited","EQ"," Annual General Meeting","1","28-Oct-2020","-","31-Oct-2020","06-Nov-2020"
"ASIANPAINT","Asian Paints Limited","EQ"," Interim Dividend - Rs 3.35 Per Share","1","28-Oct-2020","30-Oct-2020","-","-"
"FOSECOIND","Foseco India Limited","EQ"," Interim Dividend - Rs 5 Per Share","10","28-Oct-2020","30-Oct-2020","-","-"
"IITL","Industrial Investment Trust Limited","EQ"," Annual General Meeting","10","28-Oct-2020","-","31-Oct-2020","07-Nov-2020"
"KIOCL","KIOCL Limited","EQ"," Buyback","10","28-Oct-2020","30-Oct-2020","-","-"
"VEDL","Vedanta Limited","EQ"," Interim Dividend - Rs 9.50 Per Share","1","28-Oct-2020","31-Oct-2020","-","-"
"GMMPFAUDLR","GMM Pfaudler Limited","EQ"," Interim Dividend - Re 1  Per Share","2","28-Oct-2020","29-Oct-2020","-","-"
"CONFIPET","Confidence Petroleum India Limited","EQ"," Annual General Meeting/Dividend - Rs 0.075  Per Share","1","28-Oct-2020","-","31-Oct-2020","06-Nov-2020"
"NESTLEIND","Nestle India Limited","EQ"," Interim Dividned - Rs 135 Per Share","1","29-Oct-2020","02-Nov-2020","-","-"
"COLPAL","Colgate Palmolive (India) Limited","EQ"," Interim Dividend - Rs 18 Per Share","1","29-Oct-2020","02-Nov-2020","-","-"
"TECHM","Tech Mahindra Limited","EQ"," Special Dividend - Rs 15 Per Share","5","29-Oct-2020","02-Nov-2020","-","-"
"CRISIL","CRISIL Limited","EQ"," Interim Dividend - Rs 7 Per Share","1","02-Nov-2020","03-Nov-2020","-","-"
"IVC","IL&FS Investment Managers Limited","EQ"," Annual General Meeting/Dividend - Rs 0.60 Per Sh","2","02-Nov-2020","-","04-Nov-2020","10-Nov-2020"
"ANGELONE","Angel One Limited","EQ"," Interim Dividend - Rs 4.15 Per Share","1","02-Nov-2020","03-Nov-2020","-","-"
"ESTER","Ester Industries Limited","EQ"," Interim Dividend - Rs 1.50 Per Share","5","02-Nov-2020","03-Nov-2020","-","-"
"KENNAMET","Kennametal India Limited","EQ"," Annual General Meeting","10","02-Nov-2020","-","04-Nov-2020","11-Nov-2020"
"618GS2024","Government of India","GS"," Interest Payment","100","02-Nov-2020","03-Nov-2020","-","-"
"DEEPENR","DEEP ENERGY RESOURCES LIMITED","EQ"," Annual General Meeting","10","02-Nov-2020","-","04-Nov-2020","10-Nov-2020"
"MAGNUM","Magnum Ventures Limited","EQ"," Annual General Meeting","10","02-Nov-2020","-","04-Nov-2020","10-Nov-2020"
"IMAGICAA","Imagicaaworld Entertainment Limited","EQ"," Annual General Meeting","10","03-Nov-2020","-","05-Nov-2020","10-Nov-2020"
"IRBINVIT","IRB InvIT Fund","IV"," Distribution - Rs 2 Per Unit","102","03-Nov-2020","04-Nov-2020","-","-"
"GUFICBIO","Gufic Biosciences Limited","EQ"," Annual General Meeting/Dividend - Rs 0.05 Per Share","1","03-Nov-2020","-","05-Nov-2020","11-Nov-2020"
"AARTIDRUGS","Aarti Drugs Limited","EQ"," Interim Dividend - Rs  2.5 Per Share","10","03-Nov-2020","04-Nov-2020","-","-"
"MANINDS","Man Industries (India) Limited","EQ"," Interim Dividend - Rs 2 Per Share","5","03-Nov-2020","04-Nov-2020","-","-"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","EQ"," Interim Dividend-Rs 3 Per Sh","2","03-Nov-2020","04-Nov-2020","-","-"
"SAGCEM","Sagar Cements Limited","EQ"," Interim Dividend - Rs 2 Per Share","2","03-Nov-2020","04-Nov-2020","-","-"
"KKCL","Kewal Kiran Clothing Limited","EQ"," Interim Dividend-Rs 15 Per Share","10","03-Nov-2020","04-Nov-2020","-","-"
"RICOAUTO","Rico Auto Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 0.30 Per Share","1","04-Nov-2020","-","06-Nov-2020","12-Nov-2020"
"KOHINOOR","Kohinoor Foods Limited","EQ"," Annual General Meeting","10","04-Nov-2020","-","06-Nov-2020","12-Nov-2020"
"LT","Larsen & Toubro Limited","EQ"," Special Dividend - Rs 18 Per Share","2","04-Nov-2020","05-Nov-2020","-","-"
"CASTROLIND","Castrol India Limited","EQ"," Interim Dividend - Rs 2.50 Per Share","5","05-Nov-2020","06-Nov-2020","-","-"
"AMBUJACEM","Ambuja Cements Limited","EQ"," Interim Dividend-Rs 17 Per Share","2","05-Nov-2020","06-Nov-2020","-","-"
"879GS2021","GOVERNMENT OF INDIA","GS"," Interest Payment","100","05-Nov-2020","07-Nov-2020","-","-"
"761GS2030","GOVERNMENT OF INDIA","GS"," Interest Payment","100","05-Nov-2020","07-Nov-2020","-","-"
"ISEC","ICICI Securities Limited","EQ"," Interim Dividend - Rs 8 Per Share","5","05-Nov-2020","06-Nov-2020","-","-"
"SUPPETRO","Supreme Petrochem Limited","EQ"," Interim Dividend - Rs 2.50 Per Share","10","05-Nov-2020","06-Nov-2020","-","-"
"MARICO","Marico Limited","EQ"," Interim Dividend - Rs 3 Per Share","1","05-Nov-2020","06-Nov-2020","-","-"
"VAIBHAVGBL","Vaibhav Global Limited","EQ"," Interim Dividend - Rs 5 Per Share","2","05-Nov-2020","07-Nov-2020","-","-"
"KOPRAN","Kopran Limited","EQ"," Interim Dividend - Rs 1.50 Per Share","10","05-Nov-2020","07-Nov-2020","-","-"
"SUPREMEIND","Supreme Industries Limited","EQ"," Interim Dividend - Rs 5 Per Share","2","05-Nov-2020","06-Nov-2020","-","-"
"824GS2033","GOVERNMENT OF INDIA","GS"," Interest Payment","100","06-Nov-2020","09-Nov-2020","-","-"
"LTFOODS","LT Foods Limited","EQ"," Interim Dividend - Rs 0.50 Per Share","1","06-Nov-2020","09-Nov-2020","-","-"
"SORILINFRA","SORIL Infra Resources Limited","EQ"," Annual General Meeting","10","06-Nov-2020","-","10-Nov-2020","12-Nov-2020"
"SURYAROSNI","Surya Roshni Limited","EQ"," Interim Dividend - Rs 1.50 Per Share","5","06-Nov-2020","09-Nov-2020","-","-"
"COSMOFIRST","COSMO FIRST LIMITED","EQ"," Buyback","10","06-Nov-2020","09-Nov-2020","-","-"
"ASIANTILES","Asian Granito India Limited","EQ"," Annual General Meeting/Dividend - Rs 0.70 Per Share","10","09-Nov-2020","-","11-Nov-2020","20-Nov-2020"
"CINEVISTA","Cinevista Limited","EQ"," Annual General Meeting","2","09-Nov-2020","-","11-Nov-2020","18-Nov-2020"
"EMBASSY","Embassy Office Parks REIT","RR"," Interest - Rs 1.90/Return On Capital - Rs 3.18/Dividend - Rs 0.42 Per Unit","300","09-Nov-2020","10-Nov-2020","-","-"
"SHARDACROP","Sharda Cropchem Limited","EQ"," Interim Dividend - Rs  2 Per Share","10","09-Nov-2020","10-Nov-2020","-","-"
"IBULLSLTD","Indiabulls Limited","EQ"," Annual General Meeting","2","09-Nov-2020","-","11-Nov-2020","13-Nov-2020"
"579GS2030","Government of India","GS"," Interest Payment","100","09-Nov-2020","10-Nov-2020","-","-"
"SHRIRAMFIN","Shriram Finance Limited","EQ"," Interim Dividend - Rs 6 Per Share","2","09-Nov-2020","10-Nov-2020","-","-"
"KHAICHEM","Khaitan Chemicals & Fertilizers Limited","EQ"," Interim Dividend - Rs 0.10 Per Share","1","09-Nov-2020","10-Nov-2020","-","-"
"INDIGRID","IndiGrid Infrastructure Trust","IV"," Distribution - Rs 3.00 Per Unit","100","09-Nov-2020","10-Nov-2020","-","-"
"MASTEK","Mastek Limited","EQ"," Interim Dividend - Rs 5.50 Per Share","5","09-Nov-2020","10-Nov-2020","-","-"
"BBOX","Black Box Limited","EQ"," Annual General Meeting","2","10-Nov-2020","-","12-Nov-2020","18-Nov-2020"
"NEULANDLAB","Neuland Laboratories Limited","EQ"," Interim Dividend - Rs 2 Per Share","10","10-Nov-2020","11-Nov-2020","-","-"
"OCCL","Oriental Carbon & Chemicals Limited","EQ"," Interim Dividend - Rs 4 Per Share","10","10-Nov-2020","11-Nov-2020","-","-"
"DEEPENR","DEEP ENERGY RESOURCES LIMITED","EQ"," Demerger","10","10-Nov-2020","11-Nov-2020","-","-"
"LAURUSLABS","Laurus Labs Limited","EQ"," Interim Dividend - Rs  0.80 Per Share","2","10-Nov-2020","11-Nov-2020","-","-"
"RAIN","Rain Industries Limited","EQ"," Interim Dividend - Re 1 Per Share","2","10-Nov-2020","11-Nov-2020","-","-"
"MOTOGENFIN","The Motor & General Finance Limited","EQ"," Annual General Meeting","5","10-Nov-2020","-","12-Nov-2020","19-Nov-2020"
"NAVINFLUOR","Navin Fluorine International Limited","EQ"," Interim Dividend - Rs  5 Per Share","2","10-Nov-2020","11-Nov-2020","-","-"
"SHRIRAMCIT","Shriram City Union Finance Limited","EQ"," Interim Dividend - Rs 10 Per Share","10","11-Nov-2020","12-Nov-2020","-","-"
"DABUR","Dabur India Limited","EQ"," Interim Dividend - Rs 1.75 Per Share","1","11-Nov-2020","12-Nov-2020","-","-"
"PREMEXPLN","Premier Explosives Limited","EQ"," Annual General Meeting","2","11-Nov-2020","-","13-Nov-2020","19-Nov-2020"
"BUTTERFLY","Butterfly Gandhimathi Appliances Limited","EQ"," Interim Dividend - Rs 1.50 Per Share","10","11-Nov-2020","12-Nov-2020","-","-"
"RAMASTEEL","Rama Steel Tubes Limited","EQ"," Annual General Meeting","1","11-Nov-2020","-","13-Nov-2020","20-Nov-2020"
"BSOFT","BIRLASOFT LIMITED","EQ"," Interim Dividend - Re 1 Per Share","2","12-Nov-2020","13-Nov-2020","-","-"
"AURUM","Aurum PropTech Limited","EQ"," Buyback","5","12-Nov-2020","13-Nov-2020","-","-"
"GRAVITA","Gravita India Limited","EQ"," Annual General Meeting","2","12-Nov-2020","-","14-Nov-2020","21-Nov-2020"
"TREEHOUSE","Tree House Education & Accessories Limited","EQ"," Annual General Meeting","10","12-Nov-2020","-","16-Nov-2020","21-Nov-2020"
"ASTRAL","Astral Limited","EQ"," Interim Dividend - Re 1 Per Share","1","12-Nov-2020","14-Nov-2020","-","-"
"679GS2027","GOVERNMENT OF INDIA","GS"," Interest Payment","100","12-Nov-2020","13-Nov-2020","-","-"
"835GS2022","GOVERNMENT OF INDIA","GS"," Interest Payment","100","12-Nov-2020","13-Nov-2020","-","-"
"915GS2024","GOVERNMENT OF INDIA","GS"," Interest Payment","100","12-Nov-2020","13-Nov-2020","-","-"
"NACLIND","NACL Industries Limited","EQ"," Interim Dividend - Rs 0.10 Per Share","1","12-Nov-2020","13-Nov-2020","-","-"
"SUULD","Suumaya Industries Limited","EQ"," Interim Dividend - Rs 0.25 Per Share","10","12-Nov-2020","13-Nov-2020","-","-"
"GEOJITFSL","Geojit Financial Services Limited","EQ"," Interim Dividend - Rs. 1.50 Per Share","1","12-Nov-2020","13-Nov-2020","-","-"
"THYROCARE","Thyrocare Technologies Limited","EQ"," Interim Dividend - Rs 10 Per Share","10","12-Nov-2020","13-Nov-2020","-","-"
"EMAMILTD","Emami Limited","EQ"," Interim Dividend - Rs 4 Per Share","1","12-Nov-2020","13-Nov-2020","-","-"
"KANSAINER","Kansai Nerolac Paints Limited","EQ"," Interim Dividend - Rs 1.25 Per Share","1","12-Nov-2020","13-Nov-2020","-","-"
"KHANDSE","Khandwala Securities Limited","EQ"," Annual General Meeting","10","12-Nov-2020","-","16-Nov-2020","23-Nov-2020"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","EQ"," Interim Dividend - Rs 3 Per Share","10","12-Nov-2020","13-Nov-2020","-","-"
"NTPC","NTPC Limited","EQ"," Buy-Back","10","12-Nov-2020","13-Nov-2020","-","-"
"AJANTPHARM","Ajanta Pharma Limited","EQ"," Interim Dividend - Rs 9.50 Per Share","2","12-Nov-2020","13-Nov-2020","-","-"
"AJANTPHARM","Ajanta Pharma Limited","EQ"," Buyback","2","12-Nov-2020","13-Nov-2020","-","-"
"SUNDRMFAST","Sundram Fasteners Limited","EQ"," Interim Dividend - Rs 1.30 Per Share","1","12-Nov-2020","14-Nov-2020","-","-"
"HMT","HMT Limited","EQ"," Annual General Meeting","10","12-Nov-2020","-","14-Nov-2020","20-Nov-2020"
"BALKRISIND","Balkrishna Industries Limited","EQ"," Interim Dividend - Rs 4 Per Share","2","12-Nov-2020","14-Nov-2020","-","-"
"PRINCEPIPE","Prince Pipes And Fittings Limited","EQ"," Interim Dividend - Rs 1.50 Per Share","10","13-Nov-2020","17-Nov-2020","-","-"
"IPCALAB","IPCA Laboratories Limited","EQ"," Interim Dividend - Rs 8 Per Share","1","13-Nov-2020","17-Nov-2020","-","-"
"RECLTD","REC Limited","EQ"," Interim Dividend - Rs 6 Per Share","10","13-Nov-2020","17-Nov-2020","-","-"
"PGHH","Procter & Gamble Hygiene and Health Care Limited","EQ"," Annual General Meeting/Dividend - Rs 105 Per Share","10","13-Nov-2020","-","18-Nov-2020","24-Nov-2020"
"KAPSTON","Kapston Services Limited","EQ"," Interim Dividend - Re 1 Per Share","5","17-Nov-2020","18-Nov-2020","-","-"
"OSEINTRUST","Oriental InfraTrust","IV"," Interest -Rs 1.2/Return On Capital -Rs 0.41/Interim Dividend -Rs 0.92","100","17-Nov-2020","18-Nov-2020","-","-"
"S&SPOWER","S&S Power Switchgears Limited","EQ"," Annual General Meeting","10","17-Nov-2020","-","19-Nov-2020","25-Nov-2020"
"EUROMULTI","Euro Multivision Limited","EQ"," Annual General Meeting","10","17-Nov-2020","-","19-Nov-2020","25-Nov-2020"
"GILLETTE","Gillette India Limited","EQ"," Annual General Meeting/Dividend - Rs 49 Per Sh","10","17-Nov-2020","-","19-Nov-2020","25-Nov-2020"
"GULPOLY","Gulshan Polyols Limited","EQ"," Interim Dividend - Rs 0.60 Per Share","1","17-Nov-2020","18-Nov-2020","-","-"
"IOLCP","IOL Chemicals and Pharmaceuticals Limited","EQ"," Interim Dividend - Rs 4 Per Share","2","17-Nov-2020","18-Nov-2020","-","-"
"PGHL","Procter & Gamble Health Limited","EQ"," Annual General Meeting/Dividend - Rs 42 Per Share Special Dividend - Rs 188 Per Share","10","18-Nov-2020","-","20-Nov-2020","26-Nov-2020"
"SONATSOFTW","Sonata Software Limited","EQ"," Interim Dividend - Rs  4 Per Share","1","18-Nov-2020","19-Nov-2020","-","-"
"MANAPPURAM","Manappuram Finance Limited","EQ"," Interim Dividend - Rs 0.60 Per Share","2","18-Nov-2020","19-Nov-2020","-","-"
"PGIL","Pearl Global Industries Limited","EQ"," Annual General Meeting","5","18-Nov-2020","-","20-Nov-2020","26-Nov-2020"
"CARERATING","CARE Ratings Limited","EQ"," Interim Dividend - Rs 8 Per Share","10","18-Nov-2020","19-Nov-2020","-","-"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","EQ"," Interim Dividend - Rs  6 Per Share","10","18-Nov-2020","19-Nov-2020","-","-"
"MRF","MRF Limited","EQ"," Interim Dividend - Rs 3 Per Share","10","18-Nov-2020","19-Nov-2020","-","-"
"PNBGILTS","PNB Gilts Limited","EQ"," Interim Dividend - Rs 3 Per Share","10","18-Nov-2020","19-Nov-2020","-","-"
"KSCL","Kaveri Seed Company Limited","EQ"," Interim Dividend - Rs 4 Per Share","2","18-Nov-2020","19-Nov-2020","-","-"
"CCCL","Consolidated Construction Consortium Limited","EQ"," Annual General Meeting","2","18-Nov-2020","-","20-Nov-2020","26-Nov-2020"
"SAKSOFT","Saksoft Limited","EQ"," Interim Dividend - Rs 2.50 Per Share","1","18-Nov-2020","19-Nov-2020","-","-"
"CONCOR","Container Corporation of India Limited","EQ"," Interim Dividend - Rs 3 Per Share","5","18-Nov-2020","19-Nov-2020","-","-"
"716GS2023","GOVERNMENT OF INDIA","GS"," Interest Payment","100","18-Nov-2020","19-Nov-2020","-","-"
"SOLARA","Solara Active Pharma Sciences Limited","EQ"," Interim Dividend - Rs  4 Per Share","10","19-Nov-2020","20-Nov-2020","-","-"
"LOTUSEYE","Lotus Eye Hospital and Institute Limited","EQ"," Annual General Meeting","10","19-Nov-2020","-","23-Nov-2020","28-Nov-2020"
"CAMS","Computer Age Management Services Limited","EQ"," Interim Dividend - Rs 6.75  Per Share","2","19-Nov-2020","20-Nov-2020","-","-"
"UTIAMC","UTI Asset Management Company Limited","EQ"," Dividend - Rs 7  Per Share","10","19-Nov-2020","-","21-Nov-2020","27-Nov-2020"
"HEADSUP","Heads UP Ventures Limited","EQ"," Annual General Meeting","10","19-Nov-2020","-","22-Nov-2020","28-Nov-2020"
"INSECTICID","Insecticides (India) Limited","EQ"," Interim Dividend - Rs 2  Per Share","10","19-Nov-2020","20-Nov-2020","-","-"
"SANGAMIND","Sangam (India) Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","19-Nov-2020","-","21-Nov-2020","28-Nov-2020"
"MAANALU","Maan Aluminium Limited","EQ"," Interim Dividend - Re 1 Per Share","5","19-Nov-2020","20-Nov-2020","-","-"
"ASAHISONG","Asahi Songwon Colors Limited","EQ"," Buyback","10","19-Nov-2020","20-Nov-2020","-","-"
"HGS","Hinduja Global Solutions Limited","EQ"," Interim Dividend - Rs 6 Per Share","10","19-Nov-2020","20-Nov-2020","-","-"
"COALINDIA","Coal India Limited","EQ"," Interim Dividend - Rs 7.50 Per Share","10","19-Nov-2020","20-Nov-2020","-","-"
"AMRUTANJAN","Amrutanjan Health Care Limited","EQ"," Interim Dividend - Rs 0.80 Per Share","1","19-Nov-2020","20-Nov-2020","-","-"
"CUPID","Cupid Limited","EQ"," Interim Dividend - Re 1 Per Share","1","19-Nov-2020","20-Nov-2020","-","-"
"VIDHIING","Vidhi Specialty Food Ingredients Limited","EQ"," Interim Dividend - Rs 0.20 Per Share","1","19-Nov-2020","21-Nov-2020","-","-"
"PTC","PTC India Limited","EQ"," Interim Dividend - Rs 2 Per Share","10","19-Nov-2020","20-Nov-2020","-","-"
"TTKPRESTIG","TTK Prestige Limited","EQ"," Interim Dividend - Rs 20  Per Share","1","19-Nov-2020","20-Nov-2020","-","-"
"NCLIND","NCL Industries Limited","EQ"," Interim Dividend - Rs 1.50 Per Share","10","19-Nov-2020","20-Nov-2020","-","-"
"PAGEIND","Page Industries Limited","EQ"," Interim Dividend - Rs 100  Per Share","10","19-Nov-2020","21-Nov-2020","-","-"
"SHOPERSTOP","Shoppers Stop Limited","EQ"," Rights 17:70 @ Premium Rs 135/-","5","19-Nov-2020","20-Nov-2020","-","-"
"POLYPLEX","Polyplex Corporation Limited","EQ"," Interim Dividend - Rs 15 Per Share","10","19-Nov-2020","20-Nov-2020","-","-"
"GOLDIAM","Goldiam International Limited","EQ"," Interim Dividend - Rs  3 Per Share","2","19-Nov-2020","21-Nov-2020","-","-"
"AUSOMENT","Ausom Enterprise Limited","EQ"," Interim Dividend - Rs 0.50 Per Share","10","19-Nov-2020","21-Nov-2020","-","-"
"AARTIIND","Aarti Industries Limited","EQ"," Interim Dividend - Rs 1.50 Per Share","5","19-Nov-2020","20-Nov-2020","-","-"
"SHK","S H Kelkar and Company Limited","EQ"," Interim Dividend - Re 1  Per Share","10","19-Nov-2020","20-Nov-2020","-","-"
"EPL","EPL Limited","EQ"," Interim Dividend - Rs 2.05 Per Share","2","20-Nov-2020","23-Nov-2020","-","-"
"WORTHPERI","Worth Peripherals Limited","EQ"," Interim Dividend - Re 1 Per Share","10","20-Nov-2020","23-Nov-2020","-","-"
"JINDWORLD","Jindal Worldwide Limited","EQ"," Annual General Meeting","1","20-Nov-2020","-","24-Nov-2020","30-Nov-2020"
"CREATIVEYE","Creative Eye Limited","EQ"," Annual General Meeting","5","20-Nov-2020","-","24-Nov-2020","30-Nov-2020"
"GABRIEL","Gabriel India Limited","EQ"," Interim Dividend - Rs 0.20  Per Share","1","20-Nov-2020","23-Nov-2020","-","-"
"815GS2026","GOVERNMENT OF INDIA","GS"," Interest Payment","100","20-Nov-2020","23-Nov-2020","-","-"
"SRHHYPOLTD","Sree Rayalaseema Hi-Strength Hypo Limited","EQ"," Annual General Meeting/Dividend - Rs 2.50 Per Share","10","20-Nov-2020","-","24-Nov-2020","30-Nov-2020"
"PREMIERPOL","Premier Polyfilm Limited","EQ"," Annual General Meeting","1","20-Nov-2020","-","24-Nov-2020","01-Dec-2020"
"NMDC","NMDC Limited","EQ"," Buy Back","1","20-Nov-2020","23-Nov-2020","-","-"
"794GS2021","GOVERNMENT OF INDIA","GS"," Interest Payment","100","20-Nov-2020","23-Nov-2020","-","-"
"VEEDOL","Veedol Corporation Limited","EQ"," Interim Dividend - Rs 100 Per Share","2","23-Nov-2020","24-Nov-2020","-","-"
"772GS2025","GOVERNMENT OF INDIA","GS"," Interest Payment","100","23-Nov-2020","24-Nov-2020","-","-"
"PRECWIRE","Precision Wires India Limited","EQ"," Interim Dividend - Re 1 Per Share","1","23-Nov-2020","24-Nov-2020","-","-"
"AUROPHARMA","Aurobindo Pharma Limited","EQ"," Interim Dividend - Rs  1.25 Per Share","1","23-Nov-2020","24-Nov-2020","-","-"
"PETRONET","Petronet LNG Limited","EQ"," Interim Dividend - Rs 8 Per Share","10","23-Nov-2020","24-Nov-2020","-","-"
"883GS2023","GOVERNMENT OF INDIA","GS"," Interest Payment","100","23-Nov-2020","24-Nov-2020","-","-"
"VALIANTORG","Valiant Organics Limited","EQ"," Interim Dividend - Rs  5 Per Share","10","24-Nov-2020","25-Nov-2020","-","-"
"GPPL","Gujarat Pipavav Port Limited","EQ"," Interim Dividend - Rs 2.1 Per Share","10","24-Nov-2020","25-Nov-2020","-","-"
"MAYURUNIQ","Mayur Uniquoters Ltd","EQ"," Buy Back","5","24-Nov-2020","25-Nov-2020","-","-"
"VENUSREM","Venus Remedies Limited","EQ"," Annual General Meeting","10","24-Nov-2020","-","26-Nov-2020","02-Dec-2020"
